Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2026,23,1307,93,1106,87,H,0,27,54,12,26,27,38,10,17,17,11,6,2,16,29,56,13,26,16,20,10,20,13,17,8,3,25
2026,23,1414,64,1355,52,H,0,19,49,5,21,21,28,8,34,9,20,9,6,16,19,60,4,23,10,17,9,24,8,15,9,1,20
2026,23,1120,85,1385,74,H,0,29,53,6,14,21,25,12,23,16,12,9,5,18,23,60,7,25,21,28,19,13,13,14,5,2,21
2026,23,1388,70,1455,65,A,0,23,59,2,16,22,26,12,26,8,9,6,2,15,23,56,4,14,15,19,9,27,7,13,4,4,18
2026,23,1348,90,1396,75,A,0,32,58,12,28,14,23,5,27,19,6,6,5,24,22,49,6,19,25,33,6,25,9,11,3,2,20
2026,23,1242,81,1397,76,A,0,24,57,7,17,26,30,10,27,12,9,3,8,16,26,63,7,25,17,22,12,24,13,7,9,4,21
2026,23,1244,102,1195,100,A,0,32,63,9,25,29,36,13,32,12,19,5,3,29,31,69,10,25,28,39,12,23,13,12,12,3,26
2026,23,1371,75,1450,61,A,0,30,53,4,11,11,13,7,21,19,14,9,4,18,22,53,5,24,12,16,9,17,14,15,6,2,16
2026,23,1436,79,1343,74,A,0,31,60,8,25,9,13,9,30,13,8,2,1,14,29,59,12,32,4,12,7,22,16,5,4,1,13
2026,23,1447,103,1264,101,A,0,37,64,9,16,20,27,15,27,17,14,5,8,22,31,69,12,27,27,35,15,16,17,9,11,6,20
2026,23,1439,66,1161,64,A,0,23,51,7,22,13,16,5,23,10,8,5,3,12,27,59,4,19,6,8,11,24,16,11,5,0,14
2026,23,1409,63,1320,60,H,0,20,49,9,28,14,15,4,29,9,10,5,3,11,23,57,7,24,7,10,7,26,16,9,4,0,13
2026,23,1252,90,1267,67,A,0,30,57,13,26,17,26,6,29,19,15,9,2,20,22,62,6,26,17,22,12,27,9,17,7,3,22
2026,23,1222,66,1323,56,H,0,20,59,8,27,18,23,16,28,15,5,4,3,17,17,50,6,28,16,21,9,25,10,8,2,1,19
2026,23,1295,56,1240,43,A,0,19,50,8,23,10,17,8,29,14,10,5,3,17,13,50,4,21,13,23,12,27,9,15,6,2,15
2026,23,1308,77,1209,58,H,0,29,76,9,23,10,14,18,31,12,9,9,2,17,21,67,7,33,9,12,11,28,9,13,6,2,16
2026,23,1433,78,1378,66,H,0,24,62,7,23,23,32,16,31,10,11,5,6,19,26,67,2,14,12,20,13,26,12,9,7,5,23
2026,23,1425,88,1113,75,A,0,34,57,9,23,11,18,12,20,16,12,4,4,22,22,52,8,25,23,27,9,12,10,11,5,2,16
2026,23,1133,74,1251,64,H,0,27,53,8,18,12,14,11,25,16,15,7,5,19,22,48,9,23,11,21,5,15,14,12,9,3,16
2026,23,1275,82,1422,71,A,0,28,59,11,34,15,20,6,23,14,10,9,3,18,23,54,6,22,19,25,10,28,3,17,5,0,19
2026,23,1273,75,1111,67,H,0,24,59,11,28,16,19,15,24,13,9,7,1,12,28,61,4,21,7,13,13,22,14,8,6,4,16
2026,23,1297,93,1459,83,H,0,31,60,5,13,26,34,10,27,12,9,6,9,28,22,54,7,17,32,43,12,23,11,11,4,2,26
2026,23,1138,73,1137,71,A,0,24,54,11,28,14,19,10,19,11,8,9,4,16,27,57,10,27,7,12,13,22,16,11,5,3,15
2026,23,1235,95,1393,64,H,0,36,61,9,20,14,21,8,24,18,9,13,2,15,22,56,8,28,12,19,12,19,15,19,6,4,14
2026,23,1435,83,1443,78,A,0,24,53,9,24,26,37,7,30,18,17,12,5,22,23,62,8,25,24,33,14,28,13,17,7,1,25
2026,23,1407,74,1384,64,H,0,25,54,5,23,19,30,14,24,11,19,11,2,20,22,55,8,22,12,16,11,21,8,22,9,1,22
2026,22,1104,115,1424,76,H,0,36,65,14,33,29,35,14,34,20,12,7,6,14,30,71,9,28,7,14,10,18,16,10,8,2,23
2026,22,1213,68,1428,58,H,0,23,58,0,10,22,32,10,23,9,6,7,3,17,21,51,5,16,11,18,8,32,9,14,3,5,24
2026,22,1361,97,1332,80,A,0,39,58,11,23,8,9,8,26,22,15,7,6,18,25,62,12,28,18,22,14,12,17,13,4,2,8
2026,22,1143,80,1417,72,H,0,26,58,11,22,17,22,7,28,15,8,7,4,23,26,64,7,22,13,23,14,27,17,11,2,5,19
2026,22,1211,100,1268,61,H,0,37,64,14,33,12,15,13,26,30,12,12,3,21,20,55,5,21,16,23,14,15,9,18,5,3,20
2026,22,1234,74,1279,69,H,0,24,56,8,22,18,24,11,19,9,7,5,1,19,23,49,6,17,17,20,6,23,9,13,2,7,20
2026,22,1324,95,1285,87,A,0,33,66,6,17,23,31,13,25,15,10,8,7,20,32,63,10,23,13,22,11,24,24,15,2,4,22
2026,22,1276,102,1120,72,H,0,35,68,14,35,18,22,16,35,19,9,7,5,21,22,62,10,24,18,33,15,20,3,8,4,3,18
2026,22,1304,80,1457,73,H,0,29,69,13,38,9,10,10,28,22,5,7,5,12,26,69,13,42,8,13,17,31,15,11,3,5,15
2026,22,1308,57,1414,45,A,0,18,48,2,16,19,27,13,29,5,21,6,3,26,12,45,2,16,19,29,6,19,4,18,9,3,21
2026,22,1113,100,1450,94,H,0,33,56,11,23,23,29,8,21,12,10,2,3,22,29,55,14,26,22,29,9,17,11,11,7,3,21
2026,22,1231,86,1243,69,H,0,27,57,10,33,22,29,11,24,15,17,7,4,20,24,57,8,20,13,15,8,20,10,19,6,2,25
2026,22,1401,120,1290,84,H,0,31,62,16,34,42,50,13,18,25,13,13,3,23,30,59,10,22,14,19,12,22,25,31,7,6,29
2026,22,1369,84,1142,68,A,0,31,68,7,28,15,17,13,26,13,12,7,4,26,16,54,5,24,31,37,16,25,6,19,7,3,20
2026,22,1317,79,1186,71,H,0,26,60,7,25,20,30,13,25,13,12,10,4,15,25,63,6,21,15,19,14,28,9,15,8,3,22
2026,22,1396,79,1343,75,A,0,22,39,7,17,28,41,2,25,12,11,5,3,19,26,53,12,29,11,16,4,22,14,10,4,0,27
2026,22,1206,74,1194,65,A,0,25,51,9,17,15,21,10,23,11,7,4,1,12,25,57,6,23,9,12,12,19,13,10,4,3,17
2026,22,1293,96,1203,95,A,0,36,68,10,25,14,19,16,24,15,10,5,2,24,31,61,7,19,26,33,10,20,11,7,5,2,20
2026,22,1241,88,1303,77,H,0,32,58,17,30,7,8,8,22,28,9,8,3,15,30,61,10,29,7,10,10,19,19,11,5,5,9
2026,22,1336,96,1131,87,H,0,30,52,8,19,28,40,10,18,15,3,5,1,13,31,54,16,34,9,13,6,20,20,9,2,6,31
2026,22,1199,89,1167,59,H,0,29,65,8,32,23,29,15,23,16,17,13,7,23,21,54,1,10,16,26,13,24,11,28,8,2,22
2026,22,1437,89,1330,75,H,0,30,56,10,26,19,26,9,25,16,7,6,1,14,24,53,11,23,16,22,7,22,13,10,4,1,18
2026,22,1460,79,1391,62,A,0,31,59,14,26,3,6,10,24,17,13,10,5,10,25,57,7,23,5,9,10,19,8,13,7,3,9
2026,22,1398,75,1421,73,A,0,29,66,4,15,13,17,14,18,14,15,18,1,21,25,43,5,9,18,28,7,23,9,23,9,3,15
2026,22,1326,113,1291,60,H,0,41,64,15,31,16,19,7,34,19,8,7,0,17,22,59,6,32,10,18,8,14,14,13,4,1,18
2026,22,1397,76,1222,73,A,0,24,51,5,17,23,29,13,19,15,9,6,3,15,28,61,9,24,8,11,15,18,16,9,3,4,21
2026,22,1314,85,1382,70,H,0,28,55,8,18,21,27,10,30,17,13,5,1,13,29,70,7,17,5,8,11,20,13,9,8,5,16
2026,22,1180,71,1288,66,A,0,22,52,6,22,21,26,14,27,13,14,4,3,19,24,55,2,13,16,21,7,20,12,7,7,2,19
2026,22,1425,83,1371,81,H,0,23,46,6,12,31,38,11,24,9,16,4,4,19,32,57,5,15,12,18,5,16,15,9,12,4,28
2026,22,1471,87,1133,77,A,0,26,56,12,28,23,31,9,24,14,9,6,4,13,26,62,14,33,11,15,14,24,12,14,6,4,24
2026,22,1270,72,1292,62,H,0,22,58,5,19,23,25,18,20,7,6,4,5,16,22,52,10,22,8,14,14,17,14,11,3,4,21
2026,22,1385,96,1124,81,A,0,35,61,11,22,15,22,9,25,19,10,4,5,21,29,78,8,25,15,17,26,22,10,11,2,1,19
2026,22,1331,91,1244,83,H,0,27,48,13,21,24,28,4,26,10,20,7,3,24,27,59,6,20,23,35,13,19,7,15,11,4,26
2026,22,1412,75,1431,59,H,0,24,59,2,9,25,34,20,26,9,7,10,1,16,20,49,8,23,11,15,5,17,12,13,4,5,22
2026,22,1320,72,1260,51,A,0,25,55,12,28,10,15,4,28,21,3,8,3,14,17,57,8,25,9,15,13,30,9,11,2,3,16
2026,22,1242,71,1393,60,H,0,24,54,5,16,18,20,13,36,14,15,2,4,17,20,63,7,30,13,23,11,18,10,2,7,4,16
2026,22,1359,78,1209,63,A,0,24,50,7,22,23,34,9,33,9,14,3,3,21,16,62,7,33,24,27,16,20,8,10,8,2,28
2026,22,1301,81,1129,70,A,0,27,54,9,21,18,23,7,29,15,10,13,7,26,19,56,11,33,21,32,14,24,11,15,2,2,18
2026,22,1348,80,1436,65,A,0,24,50,6,21,26,38,15,24,8,11,12,3,21,20,48,9,30,16,23,9,16,14,14,5,2,28
2026,22,1235,78,1166,60,H,0,32,65,5,14,9,14,13,26,15,8,10,5,13,22,58,10,28,6,11,11,23,18,17,5,2,11
2026,22,1174,73,1422,60,H,0,28,54,13,25,4,8,5,31,16,11,6,2,15,16,53,10,30,18,22,8,22,7,9,6,1,5
2026,22,1323,68,1353,63,H,0,27,55,8,18,6,9,13,24,11,16,6,2,14,20,51,11,27,12,17,11,17,12,14,5,4,14
2026,21,1268,74,1424,67,H,0,25,59,9,31,15,21,16,30,15,20,5,3,18,22,60,8,27,15,22,10,24,14,13,11,3,21
2026,21,1113,87,1400,86,A,0,25,52,9,18,28,36,6,16,4,11,7,3,21,30,55,6,19,20,27,11,23,10,19,4,6,28
2026,21,1276,94,1361,54,H,0,34,68,11,33,15,22,15,34,14,13,11,5,15,17,62,7,23,13,16,12,22,8,17,6,2,21
2026,21,1211,95,1104,85,A,0,35,72,6,22,19,26,20,28,13,11,7,3,20,31,67,9,29,14,23,13,23,13,13,7,3,20
2026,21,1101,61,1427,50,H,0,20,58,9,22,12,17,19,25,11,15,12,5,19,16,44,3,15,15,27,9,23,5,14,11,2,15
2026,21,1413,77,1418,56,H,0,24,44,7,18,22,32,6,30,13,10,4,3,10,20,60,8,28,8,11,12,21,7,14,4,2,27
2026,21,1120,84,1332,73,A,0,30,65,5,23,19,23,12,22,14,6,12,3,19,23,61,9,33,18,23,20,26,14,18,3,1,20
2026,21,1463,97,1103,94,A,0,34,53,8,17,21,21,7,15,21,8,5,2,13,38,61,12,23,6,9,8,11,17,11,6,2,17
2026,21,1374,89,1347,72,H,0,27,59,10,26,25,32,13,37,17,16,6,6,16,23,69,11,39,15,18,10,24,12,11,12,4,22
2026,21,1195,93,1331,88,H,0,31,55,7,20,24,34,11,18,12,12,11,2,19,29,54,11,24,19,25,8,16,9,18,7,2,24
2026,21,1270,73,1293,60,H,0,29,70,5,23,10,19,13,27,16,8,15,5,23,18,57,9,33,15,26,15,33,12,20,4,4,18
2026,21,1297,82,1184,71,H,0,27,59,10,30,18,21,9,25,12,11,9,3,18,25,60,9,33,12,19,12,23,6,14,6,1,17
2026,21,1133,88,1343,64,H,0,30,55,14,30,14,20,4,20,13,9,14,1,19,22,45,7,23,13,21,9,25,15,24,3,1,16
2026,21,1222,78,1393,74,H,0,24,66,11,27,19,27,17,32,13,13,9,5,23,27,63,8,31,12,29,14,29,12,13,6,3,21
2026,21,1206,92,1325,69,A,0,32,69,14,31,14,20,16,23,19,6,7,1,14,24,58,8,26,13,20,13,23,12,12,3,3,17
2026,21,1373,73,1221,69,A,0,32,55,2,11,7,9,4,21,14,9,9,1,8,28,52,6,19,7,10,3,21,13,12,5,2,14
2026,21,1425,70,1129,67,A,0,24,54,11,23,11,17,7,24,11,13,8,7,17,26,63,5,25,10,11,12,24,7,15,5,2,17
2026,21,1203,92,1292,79,A,0,31,54,11,22,19,24,4,22,19,9,10,2,20,27,53,7,19,18,23,5,22,14,14,5,3,17
2026,21,1235,83,1385,82,A,0,27,62,9,22,20,25,17,21,14,11,3,1,24,26,60,7,20,23,30,15,21,15,10,4,3,21
2026,21,1471,91,1396,76,H,0,35,56,12,24,9,20,2,28,21,5,6,2,22,25,59,7,24,19,26,10,25,10,7,4,1,16
2026,21,1324,83,1249,68,A,0,29,56,3,17,22,32,11,25,15,11,10,3,16,25,63,7,25,11,16,16,23,19,16,2,6,23
2026,21,1242,71,1323,61,H,0,28,60,6,20,9,13,10,34,16,9,2,8,11,22,64,4,24,13,15,10,24,6,5,7,4,13
2026,21,1453,80,1233,75,A,0,25,64,10,28,20,26,13,26,14,5,5,4,18,25,62,11,28,14,19,12,30,15,8,1,6,16
2026,21,1371,85,1301,74,A,0,29,56,7,22,20,24,7,30,13,14,11,9,19,25,59,8,24,16,22,9,21,14,13,5,2,20
2026,21,1124,81,1166,74,H,0,31,72,7,18,12,16,22,23,15,10,8,5,12,27,58,11,29,9,10,8,20,12,13,5,3,15
2026,21,1125,94,1384,57,H,0,34,58,15,30,11,14,6,30,26,13,9,6,18,20,59,6,30,11,15,11,19,8,17,7,1,16
2026,21,1251,79,1436,73,A,0,30,54,10,24,9,18,3,23,16,8,6,3,17,27,56,8,24,11,15,7,26,11,11,3,2,18
2026,21,1397,85,1353,60,H,0,31,61,11,22,12,17,15,28,18,13,7,4,22,19,52,6,19,16,24,11,17,6,14,6,5,18
2026,21,1269,73,1333,65,A,0,29,65,5,19,10,17,17,22,13,11,9,1,16,22,49,9,28,12,17,7,24,11,16,5,3,21
2026,21,1334,86,1392,58,H,0,29,43,8,13,20,24,3,31,9,14,5,2,12,19,57,9,32,11,13,7,14,9,12,9,2,14
2026,20,1429,94,1172,60,A,0,35,59,12,26,12,14,7,24,20,14,15,2,20,21,53,7,26,11,17,12,17,10,19,7,3,13
2026,20,1292,90,1293,87,H,0,37,74,6,16,10,18,17,29,17,10,3,4,23,30,62,7,22,20,29,8,26,12,8,4,5,17
2026,20,1163,72,1136,49,H,0,25,64,5,25,17,22,18,24,17,8,12,1,19,11,40,7,23,20,21,5,22,6,21,5,4,20
2026,20,1463,74,1158,63,A,0,27,58,9,21,11,18,10,25,12,8,5,5,21,21,55,5,21,16,24,10,25,10,9,5,4,21
2026,20,1321,79,1376,77,H,0,30,53,7,14,12,14,5,21,21,10,5,3,15,28,61,10,34,11,15,13,18,17,8,7,1,14
2026,20,1202,90,1474,79,H,0,32,60,12,33,14,21,11,25,20,4,2,4,15,28,59,9,26,14,17,8,19,18,4,3,2,19
2026,20,1270,92,1203,86,A,0,32,67,5,16,23,28,15,15,15,8,17,5,26,25,54,12,31,24,30,18,23,16,24,3,7,24
2026,20,1181,93,1224,56,H,0,36,59,7,25,14,22,9,34,22,11,6,3,22,17,56,7,21,15,21,8,18,12,12,6,2,20
2026,20,1249,68,1285,63,A,0,29,73,6,12,4,8,17,30,10,13,8,3,22,18,52,6,22,21,32,11,30,10,16,6,2,16
2026,20,1461,75,1313,67,H,0,21,55,9,27,24,31,16,25,15,14,7,5,25,20,51,6,17,21,29,11,19,6,12,7,5,22
2026,20,1462,78,1452,68,H,0,25,55,16,25,12,12,4,27,19,10,4,5,16,25,58,6,22,12,15,7,26,13,11,4,4,13
2026,20,1444,83,1291,60,H,0,31,64,9,25,12,14,8,26,14,6,10,1,11,21,52,9,26,9,11,7,25,15,17,1,5,14
2026,20,1341,85,1316,82,A,0,28,70,6,23,23,33,21,15,10,10,14,5,20,27,49,12,26,16,22,9,26,16,21,3,3,28
2026,20,1180,75,1330,71,H,0,25,56,9,21,16,21,12,26,13,11,5,9,14,27,62,8,17,9,16,12,23,12,9,6,4,18
2026,20,1294,97,1168,93,H,0,27,60,9,31,34,40,8,33,17,9,1,1,23,32,71,6,21,23,33,9,25,10,4,4,2,26
2026,20,1139,80,1438,73,A,0,27,56,6,15,20,29,14,29,11,13,7,3,19,29,71,8,27,7,15,18,21,6,9,6,11,21
2026,20,1155,97,1208,94,A,0,32,69,11,25,22,29,15,30,12,13,8,0,23,32,66,9,30,21,26,8,27,14,15,8,5,25
2026,20,1188,83,1106,68,H,0,28,61,7,20,20,30,16,25,14,8,5,7,23,19,58,5,23,25,31,16,23,6,9,6,7,20
2026,20,1275,111,1115,84,H,0,36,64,11,23,28,32,7,32,25,9,7,4,21,28,69,7,22,21,25,10,22,18,11,8,4,24
2026,19,1320,70,1414,69,A,0,26,72,11,32,7,10,12,30,13,8,4,3,24,25,59,3,11,16,26,10,37,10,9,5,9,13
2026,19,1379,92,1316,83,H,0,37,64,2,10,16,26,15,20,16,10,8,1,15,30,51,15,30,8,10,2,18,22,18,5,3,23
2026,19,1157,75,1315,58,A,0,28,58,10,25,9,18,4,34,14,10,3,2,27,16,60,4,25,22,34,16,29,5,11,5,0,20
2026,19,1455,75,1454,58,H,0,25,60,6,17,19,28,14,31,10,8,5,3,15,21,59,6,23,10,16,11,25,9,11,4,4,20
2026,19,1350,102,1205,67,H,0,38,73,13,31,13,18,15,31,22,9,9,3,13,23,59,14,31,7,11,7,23,12,17,2,4,15
2026,19,1233,91,1333,84,A,0,30,78,13,37,18,22,16,33,12,13,12,3,27,28,65,7,23,21,36,12,31,20,15,9,9,20
2026,19,1362,77,1278,65,A,0,26,53,11,22,14,19,10,23,13,11,3,1,20,22,46,6,14,15,30,9,18,9,12,7,4,16
2026,19,1305,77,1364,64,H,0,23,48,5,15,26,30,7,28,14,13,11,5,20,21,52,7,24,15,23,10,20,11,15,6,4,20
2026,19,1344,77,1336,65,A,0,28,69,6,33,15,19,14,31,15,7,7,6,13,22,66,8,24,13,16,15,28,12,11,2,1,16
2026,19,1167,86,1290,70,H,0,25,60,7,25,29,42,16,29,12,10,8,3,25,25,58,2,10,18,29,8,26,9,12,5,2,27
2026,19,1318,93,1182,86,A,0,32,58,5,19,24,30,9,27,15,21,12,8,20,32,59,5,13,17,25,5,22,14,19,15,1,24
2026,19,1453,79,1269,75,A,0,24,49,3,13,28,35,7,17,7,8,6,1,23,23,55,7,26,22,26,9,21,13,10,3,2,25
2026,19,1273,95,1184,83,A,0,34,61,13,23,14,18,14,26,19,14,7,3,13,30,73,11,29,12,15,18,16,16,11,8,3,19
2026,19,1228,98,1254,58,H,0,41,65,5,16,11,15,13,27,15,12,9,11,9,23,60,8,22,4,7,9,13,8,17,11,5,18
2026,19,1245,91,1156,71,H,0,31,67,18,42,11,15,14,28,22,19,9,6,20,21,49,7,18,22,30,4,21,11,18,10,3,16
2026,19,1173,74,1300,55,H,0,27,63,9,32,11,19,13,25,13,7,11,5,17,19,51,6,14,11,13,9,27,9,18,3,6,17
2026,19,1131,75,1217,74,H,0,30,48,11,21,4,8,3,19,20,15,9,1,7,29,53,9,23,7,9,4,14,21,11,9,1,10
2026,19,1207,92,1447,75,H,0,29,62,9,22,25,28,10,28,21,9,11,4,19,26,61,9,25,14,19,11,25,14,16,5,3,23
2026,18,1365,80,1418,43,H,0,30,72,8,34,12,19,21,24,20,8,7,7,21,11,44,1,9,20,25,9,21,4,18,5,2,19
2026,18,1465,72,1212,59,H,0,27,46,6,14,12,17,8,24,14,18,11,4,22,17,45,4,18,21,23,5,15,3,14,7,0,16
2026,18,1286,78,1253,72,A,0,28,58,8,22,14,19,7,24,13,9,7,2,16,27,60,5,14,13,17,10,25,6,11,4,2,20
2026,18,1345,86,1403,56,H,0,34,58,8,14,10,15,10,33,19,11,1,2,15,20,60,8,34,8,14,9,16,8,9,7,3,14
2026,18,1304,86,1243,85,H,0,33,61,8,32,12,20,8,24,16,12,6,0,17,27,62,12,35,19,22,9,23,19,13,5,2,17
2026,18,1213,85,1322,72,H,0,24,49,7,22,30,39,12,29,15,12,3,2,23,25,52,6,20,16,24,3,14,12,10,4,3,27
2026,18,1308,81,1359,72,H,0,31,57,7,16,12,16,9,28,16,6,1,2,19,24,60,8,30,16,21,10,19,9,3,4,2,16
2026,18,1160,95,1413,79,H,0,34,57,9,15,18,21,7,22,24,10,8,5,12,31,60,8,24,9,9,7,19,16,12,5,3,19
2026,18,1208,78,1462,77,A,0,29,64,7,28,13,18,10,33,11,11,4,9,15,27,70,11,32,12,19,15,27,10,8,9,0,15
2026,18,1355,105,1209,58,H,0,37,60,14,30,17,22,9,34,28,10,7,0,21,17,51,6,32,18,27,4,18,10,12,6,1,21
2026,18,1261,99,1303,73,H,0,33,63,15,33,18,24,8,35,21,11,9,5,21,26,66,9,30,12,25,12,27,9,12,7,2,20
2026,18,1409,84,1122,75,H,0,28,58,13,32,15,16,8,24,21,11,4,3,11,28,59,8,19,11,16,8,22,15,9,6,0,16
2026,18,1313,62,1214,60,H,0,23,52,5,13,11,22,10,22,6,9,6,1,18,22,52,8,27,8,15,9,26,8,12,5,2,19
2026,18,1401,109,1264,68,H,0,39,67,18,37,13,17,7,29,32,8,7,3,20,24,55,9,20,11,19,7,21,14,16,4,1,14
2026,18,1246,88,1259,46,H,0,37,76,10,27,4,9,18,38,21,9,11,6,9,18,62,7,33,3,8,9,24,8,16,5,5,10
2026,18,1307,80,1280,78,H,0,26,63,9,27,19,25,13,33,11,10,2,0,17,31,68,9,29,7,13,8,28,13,7,6,4,21
2026,18,1190,77,1287,62,H,0,25,57,2,16,25,33,16,20,12,9,12,2,20,20,46,5,16,17,24,11,22,7,18,8,2,25
2026,18,1448,69,1272,68,A,0,23,61,9,33,14,19,15,21,16,14,5,4,15,23,56,11,29,11,18,16,21,12,17,4,3,19
2026,18,1423,81,1347,73,A,0,30,58,9,21,12,21,14,24,18,15,6,1,19,23,56,12,32,15,19,8,17,10,14,7,3,20
2026,18,1373,73,1107,63,H,0,26,51,3,9,18,20,10,20,15,11,6,2,14,24,45,5,11,10,18,5,16,5,11,7,4,17
2026,18,1330,88,1288,56,H,0,29,60,10,27,20,27,12,30,17,7,7,2,17,21,59,3,18,11,20,14,22,13,11,4,2,16
2026,18,1335,84,1180,68,A,0,27,54,8,22,22,28,11,29,15,11,5,1,16,27,64,7,18,7,17,14,19,8,9,5,4,19
2026,18,1257,74,1153,64,A,0,21,56,8,28,24,28,11,30,13,13,9,4,23,23,62,8,29,10,16,11,27,19,13,5,7,19
2026,18,1277,84,1178,56,H,0,28,61,8,27,20,26,16,26,18,12,8,5,13,22,60,5,20,7,8,11,20,9,15,7,2,21
2026,18,1155,70,1452,67,H,0,24,52,7,22,15,19,6,30,12,12,5,4,15,23,57,9,23,12,19,9,24,9,8,8,3,17
2026,18,1103,96,1233,75,H,0,35,65,9,21,17,25,11,29,20,11,5,0,21,27,62,8,25,13,20,11,20,12,17,4,1,17
2026,18,1438,83,1321,78,H,0,24,64,5,24,30,36,21,28,8,11,4,4,22,27,58,7,16,17,24,6,19,14,7,7,1,29
2026,18,1140,98,1458,70,H,0,31,65,14,34,22,29,12,32,18,8,6,2,24,23,61,7,29,17,26,11,28,8,12,6,3,25
2026,18,1158,69,1269,65,H,0,21,49,3,21,24,29,3,21,7,9,5,5,19,26,56,7,24,6,13,10,24,15,15,5,0,27
2026,18,1139,79,1376,72,A,0,27,56,5,12,20,34,15,33,9,10,6,2,17,25,62,7,26,15,22,9,20,10,7,8,1,25
2026,18,1463,73,1453,67,H,0,26,51,7,16,14,19,8,23,16,9,4,2,17,22,55,8,29,15,24,12,20,13,8,2,3,16
2026,17,1113,83,1218,76,A,0,26,62,7,19,24,37,12,21,9,8,11,1,20,25,54,6,23,20,26,8,25,10,17,4,3,22
2026,17,1425,107,1407,106,H,0,32,75,9,29,34,46,7,32,23,13,10,12,26,35,87,11,32,25,35,25,38,18,20,7,3,33
2026,17,1424,99,1386,85,H,0,31,69,4,15,33,49,25,33,15,12,6,8,23,26,65,9,28,24,34,13,24,25,12,6,7,33
2026,17,1243,98,1280,77,H,0,37,73,14,30,10,11,12,26,22,8,5,4,19,26,60,7,25,18,23,9,25,11,14,3,5,14
2026,17,1142,92,1428,85,A,0,30,60,14,25,18,31,10,32,13,19,8,5,21,29,63,9,27,18,22,6,26,18,16,7,5,26
2026,17,1403,84,1448,83,H,0,28,68,12,35,16,21,16,28,22,14,7,2,17,31,66,8,18,13,22,10,23,12,8,5,6,19
2026,17,1326,91,1444,58,H,0,32,65,9,29,18,23,17,32,22,12,9,2,14,21,62,5,22,11,15,11,19,9,16,7,0,19
2026,17,1328,95,1331,71,H,0,35,69,9,24,16,23,12,22,16,3,13,4,15,25,58,9,26,12,15,13,25,14,18,2,2,17
2026,17,1385,97,1137,49,H,0,33,65,10,26,21,28,17,31,21,13,15,7,19,15,51,4,21,15,22,8,18,11,24,9,1,22
2026,17,1397,89,1398,60,H,0,25,57,8,25,31,35,10,28,20,17,12,4,20,18,56,5,27,19,25,12,18,11,22,12,3,23
2026,17,1165,95,1159,94,H,0,30,68,11,32,24,30,8,32,21,18,7,4,17,39,82,6,23,10,13,10,32,17,13,12,2,22
2026,17,1304,84,1307,72,A,0,27,57,13,35,17,25,5,33,20,18,6,0,16,26,67,13,44,7,11,8,28,18,16,11,2,19
2026,17,1435,109,1411,74,H,0,39,73,14,40,17,22,17,26,28,9,10,5,20,24,53,7,15,19,29,7,18,2,14,3,3,20
2026,17,1343,70,1318,57,H,0,18,45,6,15,28,37,11,26,7,15,7,1,17,22,59,2,19,11,18,13,21,10,13,9,5,26
2026,17,1194,82,1334,59,H,0,29,52,11,26,13,16,7,21,15,13,9,8,18,21,50,2,11,15,20,10,19,8,15,7,1,17
2026,17,1474,101,1422,94,H,0,33,62,15,32,20,23,12,24,19,6,1,3,24,32,57,6,17,24,36,9,18,8,4,4,1,18
2026,17,1416,77,1338,67,H,0,32,61,6,18,7,12,16,21,13,11,4,0,15,21,54,7,27,18,21,12,16,9,12,4,5,16
2026,17,1345,80,1272,71,H,0,30,65,11,30,9,11,14,23,20,11,6,3,21,25,59,4,19,17,25,15,19,9,12,5,4,13
2026,17,1382,75,1352,61,H,0,27,61,7,19,14,17,15,27,21,14,8,8,15,22,61,5,23,12,13,13,21,15,15,9,0,19
2026,17,1267,98,1115,70,H,0,34,64,13,28,17,21,9,29,22,11,7,6,22,23,59,4,18,20,26,10,23,9,16,8,2,16
2026,16,1104,90,1228,86,A,0,30,66,13,36,17,23,10,28,15,10,6,4,25,31,73,11,32,13,22,14,26,17,11,7,3,21
2026,16,1125,75,1252,68,H,0,23,53,8,28,21,29,11,32,14,22,6,3,13,23,72,13,45,9,10,18,24,16,19,13,1,23
2026,16,1166,75,1315,60,H,0,26,63,8,38,15,25,21,29,16,11,6,5,10,23,60,6,18,8,11,9,21,8,8,7,0,17
2026,16,1329,103,1378,95,H,0,38,64,11,22,16,26,11,26,20,19,8,1,21,30,64,15,39,20,30,14,21,17,15,13,3,26
2026,16,1358,78,1461,70,H,0,22,52,5,20,29,33,11,27,10,15,7,6,18,28,62,5,23,9,22,17,22,17,15,7,2,22
2026,16,1173,77,1266,71,A,0,26,49,7,17,18,26,5,28,15,25,11,5,17,25,65,9,31,12,16,13,21,13,20,21,2,20
2026,16,1112,71,1163,67,A,0,25,54,2,10,19,25,13,30,9,10,3,4,16,25,56,8,25,9,18,6,17,15,5,4,6,21
2026,16,1396,81,1220,76,H,0,25,50,7,16,24,31,6,25,11,11,6,4,18,28,62,9,28,11,13,9,23,11,10,4,1,24
